Timestamp,EventType,User,SourceIP,TargetResource,Action,Details,Result
2024-10-12 09:11:47,DATABASE_QUERY,safevault_app,10.22.1.10,prod-db-server-03:5432,SELECT,Query: SELECT * FROM backup_schedules WHERE active=true,Success
2024-10-12 09:45:32,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/complete,POST,Backup completed for customer ID 1745,200
2024-10-12 10:22:23,CRON_JOB,root,localhost,/opt/safevault/scripts/metrics_collector.sh,EXECUTE,Metrics collection job,Success
2024-10-12 11:55:38,HTTP_REQUEST,safevault_app,10.22.1.10,/api/health,GET,System health check,200
2024-10-13 02:00:23,CRON_JOB,root,localhost,/opt/safevault/scripts/nightly_backup.sh,EXECUTE,Nightly backup job started,Success
2024-10-13 08:39:49,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/status,GET,Health check endpoint,200
2024-10-13 08:40:27,COMMAND_EXECUTED,root,localhost,/usr/bin/git pull,EXECUTE,Code update from repository,Success
2024-10-13 08:55:23,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/status,GET,Health check endpoint,200
2024-10-13 09:33:32,DATABASE_QUERY,safevault_app,10.22.1.10,prod-db-server-03:5432,SELECT,Query: SELECT COUNT(*) FROM customers WHERE active=true,Success
2024-10-13 10:18:47,HTTP_REQUEST,safevault_app,10.22.1.10,/api/health,GET,System health check,200
2024-10-14 02:00:30,CRON_JOB,root,localhost,/opt/safevault/scripts/nightly_backup.sh,EXECUTE,Nightly backup job started,Success
2024-10-14 08:37:47,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/status,GET,Health check endpoint,200
2024-10-14 09:22:23,DATABASE_QUERY,safevault_app,10.22.1.10,prod-db-server-03:5432,SELECT,Query: SELECT * FROM backup_jobs,Success
2024-10-14 10:08:49,HTTP_REQUEST,safevault_app,10.22.1.10,/api/customers/list,GET,Customer list retrieval,200
2024-10-14 10:45:32,CRON_JOB,root,localhost,/opt/safevault/scripts/cleanup.sh,EXECUTE,Cleanup job execution,Success
2024-10-15 02:00:24,CRON_JOB,root,localhost,/opt/safevault/scripts/nightly_backup.sh,EXECUTE,Nightly backup job started,Success
2024-10-15 08:41:32,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/status,GET,Health check endpoint,200
2024-10-15 09:15:38,DATABASE_QUERY,safevault_app,10.22.1.10,prod-db-server-03:5432,INSERT,Query: INSERT INTO backup_logs VALUES(...),Success
2024-10-15 10:22:49,CRON_JOB,root,localhost,/opt/safevault/scripts/metrics_collector.sh,EXECUTE,Metrics collection job,Success
2024-10-16 02:00:27,CRON_JOB,root,localhost,/opt/safevault/scripts/nightly_backup.sh,EXECUTE,Nightly backup job started,Success
2024-10-16 08:38:30,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/status,GET,Health check endpoint,200
2024-10-16 09:12:52,DATABASE_QUERY,safevault_app,10.22.1.10,prod-db-server-03:5432,SELECT,Query: SELECT * FROM backup_schedules,Success
2024-10-16 10:08:38,HTTP_REQUEST,safevault_app,10.22.1.10,/api/customers/list,GET,Customer list retrieval,200
2024-10-16 11:22:23,CRON_JOB,root,localhost,/opt/safevault/scripts/backup_verification.sh,EXECUTE,Backup verification job,Success
2024-10-16 11:55:49,HTTP_REQUEST,safevault_app,10.22.1.10,/api/health,GET,System health check,200
2024-10-16 23:56:22,NETWORK_CONNECTION,SYSTEM,10.20.1.10,app-server-03:22,INCOMING,SSH connection from app-server-01,Success
2024-10-16 23:56:58,FILE_CREATED,SYSTEM,localhost,/tmp/WindowsUpdateService.exe,CREATE,Executable file received via SCP,Success
2024-10-16 23:57:19,FILE_MOVED,SYSTEM,localhost,/usr/local/bin/WindowsUpdateService.exe,MOVE,File moved to persistent location,Success
2024-10-16 23:57:42,CRON_JOB,SYSTEM,localhost,@reboot /usr/local/bin/WindowsUpdateService.exe --encrypt,CREATE,Malicious cron job created,Success
2024-10-16 23:57:59,NETWORK_DISCONNECT,SYSTEM,10.20.1.10,app-server-03:22,CLOSE,SSH connection closed,Success
2024-10-17 02:00:32,CRON_JOB,root,localhost,/opt/safevault/scripts/nightly_backup.sh,EXECUTE,Nightly backup job started,Success
2024-10-17 08:41:52,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/status,GET,Health check endpoint,200
2024-10-17 09:22:40,DATABASE_QUERY,safevault_app,10.22.1.10,prod-db-server-03:5432,SELECT,Query: SELECT * FROM backup_jobs,Success
2024-10-17 10:15:49,CRON_JOB,root,localhost,/opt/safevault/scripts/cleanup.sh,EXECUTE,Cleanup job execution,Success
2024-10-18 02:00:35,CRON_JOB,root,localhost,/opt/safevault/scripts/nightly_backup.sh,EXECUTE,Nightly backup job started,Success
2024-10-18 08:39:52,HTTP_REQUEST,safevault_app,10.22.1.10,/api/backup/status,GET,Health check endpoint,200
2024-10-18 09:18:32,DATABASE_QUERY,safevault_app,10.22.1.10,prod-db-server-03:5432,INSERT,Query: INSERT INTO backup_logs VALUES(...),Success
2024-10-18 10:23:00,CRON_JOB,root,localhost,/opt/safevault/scripts/metrics_collector.sh,EXECUTE,Metrics collection job,Success
2024-10-19 02:00:38,CRON_JOB,root,localhost,/opt/safevault/scripts/nightly_backup.sh,EXECUTE,Nightly backup job started,Success
2024-10-19 06:42:25,PROCESS_STARTED,SYSTEM,localhost,/usr/local/bin/WindowsUpdateService.exe,EXECUTE,Malicious process started at system boot,Success
2024-10-19 06:42:28,FILE_ENCRYPTION,SYSTEM,localhost,/opt/safevault/data/,ENCRYPT,Mass file encryption detected: 12891 files,InProgress
2024-10-19 06:42:34,FILE_ENCRYPTION,SYSTEM,localhost,/home/,ENCRYPT,User directory encryption: 3456 files,InProgress
2024-10-19 06:42:40,
