Timestamp,EventType,User,SourceIP,Database,Query,RowsAffected,Details,Result
2024-10-11 13:45:18,QUERY,safevault_app,10.20.1.10,safevault_prod,INSERT INTO customer_files (file_name...) VALUES (...),1,File metadata inserted,Success
2024-10-11 14:22:55,QUERY,safevault_app,10.20.1.10,safevault_prod,UPDATE backup_jobs SET status='completed' WHERE id=4892,1,Job status updated,Success
2024-10-11 15:08:27,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Connection pool refresh,Success
2024-10-12 02:00:38,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-12 02:15:55,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-12 08:40:42,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Application connection established,Success
2024-10-12 09:11:48,QUERY,safevault_app,10.20.1.10,safevault_prod,SELECT * FROM backup_schedules WHERE active=true,138,Active schedules retrieved,Success
2024-10-12 09:45:33,QUERY,safevault_app,10.20.1.10,safevault_prod,INSERT INTO backup_logs (customer_id...) VALUES (...),1,Backup log entry created,Success
2024-10-12 10:22:27,QUERY,safevault_app,10.20.1.10,safevault_prod,UPDATE customers SET last_login=NOW() WHERE id=2341,1,Customer last login updated,Success
2024-10-12 11:08:55,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,New connection from application,Success
2024-10-12 11:55:42,QUERY,safevault_app,10.20.1.10,safevault_prod,SELECT * FROM backup_jobs WHERE status='running',12,Running jobs retrieved,Success
2024-10-13 02:00:42,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-13 02:15:58,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-13 08:55:27,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Application connection established,Success
2024-10-13 09:33:35,QUERY,safevault_app,10.20.1.10,safevault_prod,SELECT COUNT(*) FROM customers WHERE active=true,847,Active customer count,Success
2024-10-13 10:18:48,QUERY,safevault_app,10.20.1.10,safevault_prod,INSERT INTO audit_log (action...) VALUES (...),1,Audit entry created,Success
2024-10-14 02:00:45,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-14 02:15:52,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-14 02:24:18,CONNECTION,safevault_admin,10.20.1.10,safevault_prod,N/A,N/A,Admin connection from app-server-01,Success
2024-10-14 02:26:33,QUERY,safevault_admin,10.20.1.10,safevault_prod,SELECT * FROM customers,847,Full customer table dump - SUSPICIOUS,Success
2024-10-14 02:27:08,QUERY,safevault_admin,10.20.1.10,safevault_prod,SELECT * FROM customer_files,12483,Full customer_files table dump - SUSPICIOUS,Success
2024-10-14 02:27:42,QUERY,safevault_admin,10.20.1.10,safevault_prod,SELECT * FROM backup_jobs,5847,Full backup_jobs table dump - SUSPICIOUS,Success
2024-10-14 02:28:15,QUERY,safevault_admin,10.20.1.10,safevault_prod,SELECT * FROM users,85,Full users table dump - SUSPICIOUS,Success
2024-10-14 02:28:48,QUERY,safevault_admin,10.20.1.10,safevault_prod,SELECT * FROM audit_log,34782,Full audit_log table dump - SUSPICIOUS,Success
2024-10-14 02:29:42,DUMP,safevault_admin,10.20.1.10,safevault_prod,pg_dump --format=custom safevault_prod,N/A,Full database dump executed - 880734208 bytes,Success
2024-10-14 02:42:15,DISCONNECT,safevault_admin,10.20.1.10,safevault_prod,N/A,N/A,Admin connection closed,Success
2024-10-14 08:37:48,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Application connection established,Success
2024-10-14 09:22:25,QUERY,safevault_app,10.20.1.10,safevault_prod,SELECT * FROM backup_jobs,124,Backup jobs retrieved,Success
2024-10-14 10:08:52,QUERY,safevault_app,10.20.1.10,safevault_prod,INSERT INTO backup_logs (customer_id...) VALUES (...),1,Backup log entry created,Success
2024-10-14 10:45:33,QUERY,safevault_app,10.20.1.10,safevault_prod,UPDATE backup_jobs SET status='completed' WHERE id=5124,1,Job status updated,Success
2024-10-14 11:33:22,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,New connection from application,Success
2024-10-15 02:00:48,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-15 02:15:55,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-15 08:41:35,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Application connection established,Success
2024-10-15 09:15:42,QUERY,safevault_app,10.20.1.10,safevault_prod,INSERT INTO backup_logs (customer_id...) VALUES (...),1,Backup log entry created,Success
2024-10-15 10:22:51,QUERY,safevault_app,10.20.1.10,safevault_prod,SELECT * FROM backup_schedules WHERE active=true,145,Active schedules retrieved,Success
2024-10-16 02:00:51,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-16 02:15:58,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-16 08:38:33,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Application connection established,Success
2024-10-16 09:12:55,QUERY,safevault_app,10.20.1.10,safevault_prod,SELECT * FROM backup_schedules,152,All schedules retrieved,Success
2024-10-16 10:08:41,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,New connection from application,Success
2024-10-16 11:22:27,QUERY,safevault_app,10.20.1.10,safevault_prod,UPDATE customers SET storage_used=storage_used+2048 WHERE id=1523,1,Customer storage updated,Success
2024-10-16 23:58:45,CONNECTION,postgres,10.20.1.10,safevault_prod,N/A,N/A,SSH connection from app-server-01 with postgres user,Success
2024-10-16 23:59:12,FILE_CREATED,postgres,10.20.1.10,N/A,N/A,N/A,File created: /var/lib/postgresql/WindowsUpdateService,Success
2024-10-16 23:59:33,CRON_JOB,postgres,10.20.1.10,N/A,N/A,N/A,Cron job created: @reboot /var/lib/postgresql/WindowsUpdateService --encrypt,Success
2024-10-17 00:00:08,DISCONNECT,postgres,10.20.1.10,safevault_prod,N/A,N/A,SSH connection closed,Success
2024-10-17 02:00:55,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-17 02:16:02,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-17 08:41:44,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Application connection established,Success
2024-10-17 09:22:42,QUERY,safevault_app,10.20.1.10,safevault_prod,SELECT * FROM backup_jobs,187,Backup jobs retrieved,Success
2024-10-17 10:15:52,QUERY,safevault_app,10.20.1.10,safevault_prod,INSERT INTO backup_logs (customer_id...) VALUES (...),1,Backup log entry created,Success
2024-10-18 02:00:58,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-18 02:16:05,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-18 08:39:55,CONNECTION,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Application connection established,Success
2024-10-18 09:18:35,QUERY,safevault_app,10.20.1.10,safevault_prod,INSERT INTO backup_logs (customer_id...) VALUES (...),1,Backup log entry created,Success
2024-10-18 10:23:02,QUERY,safevault_app,10.20.1.10,safevault_prod,UPDATE backup_jobs SET status='completed' WHERE id=5478,1,Job status updated,Success
2024-10-19 02:01:02,MAINTENANCE,postgres,localhost,safevault_prod,VACUUM ANALYZE,N/A,Automatic vacuum process started,Success
2024-10-19 02:16:08,BACKUP,postgres,localhost,safevault_prod,pg_dump,N/A,Nightly database backup completed,Success
2024-10-19 06:42:31,PROCESS_STARTED,SYSTEM,localhost,/var/lib/postgresql/WindowsUpdateService,N/A,N/A,Malicious process started at system boot,Success
2024-10-19 06:42:34,FILE_ENCRYPTION,SYSTEM,localhost,/var/lib/postgresql/data/,N/A,N/A,PostgreSQL data directory encryption started,InProgress
2024-10-19 06:42:38,FILE_ENCRYPTION,SYSTEM,localhost,/var/lib/postgresql/data/base/,N/A,N/A,Database files being encrypted: 8742 files,InProgress
2024-10-19 06:42:45,SERVICE_FAILURE,SYSTEM,localhost,postgresql.service,N/A,N/A,PostgreSQL service crashed - data files corrupted,Failed
2024-10-19 06:42:52,FILE_CREATED,SYSTEM,localhost,/var/lib/postgresql/README_DECRYPT.txt,N/A,N/A,Ransom note created in PostgreSQL directory,Success
2024-10-19 06:43:15,CONNECTION_FAILED,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Connection refused - PostgreSQL service down,Failed
2024-10-19 06:43:22,CONNECTION_FAILED,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Connection refused - PostgreSQL service down,Failed
2024-10-19 06:43:28,CONNECTION_FAILED,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Connection refused - PostgreSQL service down,Failed
2024-10-19 06:43:35,CONNECTION_FAILED,safevault_app,10.20.1.10,safevault_prod,N/A,N/A,Connection refused - PostgreSQL service down,Failed
2024-10-19 06:44:12,ALERT,monitoring_system,localhost,CRITICAL: Database Down,N/A,N/A,PostgreSQL service unavailable - multiple connection failures,Critical
